run_id,asset_id,candidate_feature_set,model_name,audit_scope,regime_name,n_samples,directional_accuracy,brier_score,calibration_error,after_cost_return,max_drawdown,bootstrap_ci_low,permutation_p_value,active_signal_count,active_coverage,active_hit_rate,train_selected_filter,filter_selection_basis,final_test_ranked,regime_concentration_score,best_regime,promotion_eligible,rescue_decision,failed_gates,rejection_reason,notes
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_stablecoin_v2,logistic_linear,regime_slice,dominance_rotation_starting,31,0.6774193548387096,,,-0.12058019109019558,-0.4352371962835506,,,13,0.41935483870967744,0.5384615384615384,dominance_rotation_starting,diagnostic_slice_evaluation,True,0.5562540625562218,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_stablecoin_v2,logistic_linear,regime_slice,dominance_alt_season,3,0.6666666666666666,,,-0.053342241319709105,-0.0010000000000000009,,,2,0.6666666666666666,0.5,dominance_alt_season,diagnostic_slice_evaluation,True,0.5562540625562218,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_stablecoin_v2,logistic_linear,regime_slice,dominance_accumulation,13,0.46153846153846156,,,0.3323313007933877,-0.1358425141081112,,,5,0.38461538461538464,0.6,dominance_accumulation,diagnostic_slice_evaluation,True,0.5562540625562218,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_stablecoin_v2,logistic_linear,regime_slice,dominance_btc_safe_haven,10,0.6,,,0.7942505463501861,-0.10982347884913113,,,4,0.4,0.75,dominance_btc_safe_haven,diagnostic_slice_evaluation,True,0.5562540625562218,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_stablecoin_v2,logistic_linear,signal_policy_rescue,train_calibration_policy,100,,,,4.297633957945883,-0.5446444638662782,0.405,0.2868525896414343,45,0.45,0.5555555555555556,signal_policy_threshold,train_calibration_only,False,0.5562540625562218,2020-2021,False,diagnostic_only,signal_policy_not_promoted,failed_bootstrap_or_permutation_check,Signal policy may inform interpretation only; it cannot change selected_model.
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,overall_candidate,full_period,100,0.57,0.23975040835012215,0.09458230171826186,30.836543118602197,-0.4529775909731987,0.48,0.09163346613545817,53,0.53,0.5660377358490566,none,not_filtered,False,0.8381681007510556,2020-2021,False,diagnostic_only,bootstrap_lower_bound; regime_concentration; official_promotion_gate,failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check,Official candidate audit; does not change selected_model.
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,2021-2023,36,0.6388888888888888,,,3.6434389896015915,-0.3330426533905605,,,15,0.4166666666666667,0.7333333333333333,2021-2023,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,2024-present,27,0.48148148148148145,,,1.222267781375726,-0.36366607374693827,,,23,0.8518518518518519,0.5217391304347826,2024-present,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,high-vol,34,0.5588235294117647,,,-0.010419970396458034,-0.504046000480402,,,15,0.4411764705882353,0.4666666666666667,high-vol,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,low-vol,66,0.5757575757575758,,,10.556938100907853,-0.36366607374693827,,,38,0.5757575757575758,0.6052631578947368,low-vol,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,BTC-up,54,0.6296296296296297,,,4.276536834454935,-0.6053458290356397,,,33,0.6111111111111112,0.6060606060606061,BTC-up,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,BTC-down,46,0.5,,,1.1533653109889386,-0.3235029772643322,,,20,0.43478260869565216,0.5,BTC-down,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,2020-2021,24,0.6666666666666666,,,4.616871274652877,-0.24952229952364025,,,12,0.5,0.6666666666666666,2020-2021,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,2022-2023,24,0.625,,,0.8914167054263535,-0.1908084126561882,,,9,0.375,0.7777777777777778,2022-2023,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,dominance_capitulation,3,0.3333333333333333,,,0.05294798061286987,-0.001000000000000112,,,2,0.6666666666666666,0.5,dominance_capitulation,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,dominance_rotation_starting,31,0.5483870967741935,,,0.019305026309655915,-0.381528327250373,,,14,0.45161290322580644,0.5714285714285714,dominance_rotation_starting,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,dominance_alt_season,3,1.0,,,0.013467902004963062,-0.0010000000000000009,,,1,0.3333333333333333,1.0,dominance_alt_season,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,dominance_accumulation,13,0.46153846153846156,,,-0.20349529697939095,-0.18977703302707605,,,5,0.38461538461538464,0.4,dominance_accumulation,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,regime_slice,dominance_btc_safe_haven,10,0.8,,,1.4559554613164063,-0.0010000000000000009,,,5,0.5,1.0,dominance_btc_safe_haven,diagnostic_slice_evaluation,True,0.8381681007510556,2020-2021,False,diagnostic_only,final_test_ranked; not_train_selected_filter,Regime slice is diagnostic because it is evaluated on final out-of-sample rows and cannot select a deployable filter.,"Risk/regime slice used to locate instability, not to promote a model."
btc_research_20260529T094658Z,btc,btc_dollar_rates_cycle_plus_dominance,logistic_linear,signal_policy_rescue,train_calibration_policy,100,,,,10.417274287414706,-0.5374745503669791,0.43820754716981136,0.13545816733067728,53,0.53,0.5660377358490566,signal_policy_threshold,train_calibration_only,False,0.8381681007510556,2020-2021,False,diagnostic_only,signal_policy_not_promoted,failed_bootstrap_or_permutation_check,Signal policy may inform interpretation only; it cannot change selected_model.
